date,sub_n,screen_id,trial_type,response,rt
20211203,182,,survey-text,"{""""learn_free_response"""":""""the longest and shortest """"}",10892
20211203,182,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",7302
20211203,182,,survey-text,"{""""transfer_free_response"""":""""the longest or shortest out of the group""""}",14742
20211203,182,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",9066
20211203,183,enter-sub-number,survey-html-form,"{""""response"""":""""183""""}",2030
20211203,183,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""I remember the longer and shorter lines better""""}",22509
20211203,183,,survey-text,"{""""learn_free_response"""":""""Tried to recall the different lengths from the trial. The ones I got wrong I tried to remember if I saw them again""""}",33146
20211203,183,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",9953
20211203,183,,survey-text,"{""""transfer_free_response"""":""""Compared the different lengths to each other and what I thought was most similar to the category""""}",33318
20211203,183,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",8962
20211203,184,enter-sub-number,survey-html-form,"{""""response"""":""""184""""}",3636
20211203,184,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""its signifanctly larger than the other two""""}",39214
20211203,184,,survey-text,"{""""learn_free_response"""":""""I went with really small / really large lines being in the category. the middle options were not.""""}",45534
20211203,184,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",9136
20211203,184,,survey-text,"{""""transfer_free_response"""":""""compared middle sized lines to those around it to pick with one was in category""""}",26524
20211203,184,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick the longest line.""""}",12402
20211203,185,enter-sub-number,survey-html-form,"{""""response"""":""""185""""}",3392
20211203,185,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""Because it is longer than the other two lines by a significant amount. The category seemed to be mostly made of lines on the extremes, very long or very short.""""}",72686
20211203,185,,survey-text,"{""""learn_free_response"""":""""I mostly just tried to pick whichever lines were super short or super tall as being in the category. Eventually I moved my mouse to point at where the plus sign appeared and tried to use that as a gauge, with a little success I think.""""}",76555
20211203,185,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",40912
20211203,185,,survey-text,"{""""transfer_free_response"""":""""Similarly to the first task, I mostly stuck to picking which line was the shortest or longest. If they were all around the same length I tended to go for smaller lines since there were a lot of shorter lines in the example category and very few short lines in the example for the incorrect category. But if one was obviously long or obviously short I would just pick that one.""""}",132002
20211203,185,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",13395
20211206,186,enter-sub-number,survey-html-form,"{""""response"""":""""186""""}",2278
20211206,186,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it's really long""""}",21238
20211206,186,,survey-text,"{""""learn_free_response"""":""""i decided if it was long, short, or average""""}",21466
20211206,186,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",10286
20211206,186,,survey-text,"{""""transfer_free_response"""":""""what one had the most extreme difference from the other two""""}",23314
20211206,186,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",9986
20211206,302,enter-sub-number,survey-html-form,"{""""response"""":""""187""""}",2728
20211206,302,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""based on length""""}",15344
20211206,302,,survey-text,"{""""learn_free_response"""":""""I was looking at the length and trying to remember which lengths were right and which were wrong""""}",32644
20211206,302,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",15612
20211206,302,,survey-text,"{""""transfer_free_response"""":""""tried to remember which lengths were right in part 1""""}",20232
20211206,302,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",13522
20211206,187,enter-sub-number,survey-html-form,"{""""response"""":""""187""""}",2316
20211206,187,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it is the longest""""}",29694
20211206,187,,survey-text,"{""""learn_free_response"""":""""if they were especially tall or short, I put them in the category""""}",31942
20211206,187,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",11762
20211206,187,,survey-text,"{""""transfer_free_response"""":""""same as before""""}",15538
20211206,187,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",9628
20211206,188,enter-sub-number,survey-html-form,"{""""response"""":""""188""""}",1516
20211206,188,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""target"""",""""response"""":""""it is the middle in length""""}",37008
20211206,188,,survey-text,"{""""learn_free_response"""":""""which was closer to the +""""}",29016
20211206,188,,survey-multi-choice,"{""""learn_strategy"""":""""I tried to memorize which kinds of lines were in the category and which kinds of lines were not in the category.""""}",28570
20211206,188,,survey-text,"{""""transfer_free_response"""":""""memorizing """"}",33808
20211206,188,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",6904
20211206,189,enter-sub-number,survey-html-form,"{""""response"""":""""189""""}",6058
20211206,189,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""L seems long enough to be in category, likely since the other two are much shorter""""}",49292
20211206,189,,survey-text,"{""""learn_free_response"""":""""I just studied each line and treid to get a feel for which long/short lines made it into the category. I tried to determine the cuoff lengths for the category in this first set of trials.""""}",61052
20211206,189,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",9856
20211206,189,,survey-text,"{""""transfer_free_response"""":""""I compared lines to decide which line was the outlier that belonged most in the category. If any lines felt like they should be in the category, I compared them to the others to decide if this was true.""""}",50469
20211206,189,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",11819
20211206,190,enter-sub-number,survey-html-form,"{""""response"""":""""190""""}",3746
20211206,190,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""Its either the longest one or the shortest one. never the middle one """"}",58128
20211206,190,,survey-text,"{""""learn_free_response"""":""""To be honest, I was so sure about the line for the first set of trials. However, there seems to be a patten about the line for long and short. """"}",60034
20211206,190,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",30254
20211206,190,,survey-text,"{""""transfer_free_response"""":""""In the second part of the experiment, I simply tried to pick the longest and shortest one. The middle ones seems never be right. """"}",78146
20211206,190,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",15066
20211207,200,enter-sub-number,survey-html-form,"{""""response"""":""""200""""}",12482
20211207,200,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""Because in the lines that belonged to the category, they had a mixture of long and short lines""""}",68620
20211207,200,,survey-text,"{""""learn_free_response"""":""""I looked to see if it was really long or short and I chose those answers""""}",60862
20211207,200,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",13020
20211207,200,,survey-text,"{""""transfer_free_response"""":""""I compared the lines to each other and then chose""""}",15272
20211207,200,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",18496
20211207,201,enter-sub-number,survey-html-form,"{""""response"""":""""201""""}",3018
20211207,201,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it's the longest, and most different than the others""""}",36718
20211207,201,,survey-text,"{""""learn_free_response"""":""""the lines that were super long or super short belonged in the cateory and the average lines did not""""}",37262
20211207,201,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",28324
20211207,201,,survey-text,"{""""transfer_free_response"""":""""if there was a line that very long or very short, it was in the categoory compared to the average lines (if it stuck out from the rest)""""}",47660
20211207,201,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",12088
20211207,202,enter-sub-number,survey-html-form,"{""""response"""":""""202""""}",3976
20211207,202,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""It's the longest one, and the category included a lot of very long lines""""}",32243
20211207,202,,survey-text,"{""""learn_free_response"""":""""I remembered the category had a wide range between line sizes so I would pick the lines that fell more towards the different extremes of short and long""""}",42607
20211207,202,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",15048
20211207,202,,survey-text,"{""""transfer_free_response"""":""""I compared the three lines to each other and tried to picture the correct catgeory""""}",24284
20211207,202,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",7465
20211207,203,enter-sub-number,survey-html-form,"{""""response"""":""""203""""}",3824
20211207,203,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""L is long so it could have been the correct choice, but I don't think it is long enough to fit the category""""}",58151
20211207,203,,survey-text,"{""""learn_free_response"""":""""I based a lot of it off of the last line I saw, so a lot was relative""""}",38789
20211207,203,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",11472
20211207,203,,survey-text,"{""""transfer_free_response"""":""""I knew that the category had the shortest and the longest lines, so I tried to determine if a particular line was long enough or short enough to fit the category. If it wasn't, I would choose the next line that stood out""""}",71815
20211207,203,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",13201
20211207,204,enter-sub-number,survey-html-form,"{""""response"""":""""204""""}",4280
20211207,204,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""it is the longest""""}",15582
20211207,204,,survey-text,"{""""learn_free_response"""":""""I did ok""""}",5732
20211207,204,,survey-multi-choice,"{""""learn_strategy"""":""""I used a simple mental rule to determine if I should respond yes or no to a given line.""""}",13966
20211207,204,,survey-text,"{""""transfer_free_response"""":""""It was much harder""""}",19168
20211207,204,,survey-multi-choice,"{""""transfer_strategy"""":""""I used my intuition/my experience receiving feedback to figure out which line was most likely to be in the category.""""}",8388
20211207,205,enter-sub-number,survey-html-form,"{""""response"""":""""205""""}",23770
20211208,206,enter-sub-number,survey-html-form,"{""""response"""":""""206""""}",9517
20211208,206,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""competitor"""",""""response"""":""""From my perspective, the lines thaat did belonged in the category tended to be either longer or smaller when compared to \""""middle-sized\"""" lines making it easier to discerd and choose as belonging to the category (in this example, line L is visbily longer)""""}",84124
20211208,206,,survey-text,"{""""learn_free_response"""":""""During the first set of trials, I kind of just estimated and took a guess for each question presented, noting if the lines were of \""""middle-size\"""", they corresponded to not belonging to the category""""}",65517
20211208,206,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",14800
20211208,206,,survey-text,"{""""transfer_free_response"""":""""During the second part of the experiment, I used comparison between the lines presented to determine whether or not they belonged in the category. """"}",62439
20211208,206,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to pick a line that was either very short or very long.""""}",12238
20211208,207,enter-sub-number,survey-html-form,"{""""response"""":""""207""""}",3214
20211208,207,attr_eff_example,survey-html-form,"{""""example_attr_eff_choice"""":""""decoy"""",""""response"""":""""it is the shortest""""}",36132
20211208,207,,survey-text,"{""""learn_free_response"""":""""looked for shorter lines, and also tried to remember what belonged and what didn't""""}",45422
20211208,207,,survey-multi-choice,"{""""learn_strategy"""":""""I used my intuition/my experience receiving feedback to figure out if the line was likely to be in the category.""""}",12656
20211208,207,,survey-text,"{""""transfer_free_response"""":""""tried to use prior knowledge and looked for short lines""""}",26314
20211208,207,,survey-multi-choice,"{""""transfer_strategy"""":""""I tried to memorize which kinds of lines were in the category and which types of lines were not in the category.""""}",12792
